Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251466176,20250002435,01/29/2025,01-January,4-Wednesday,15:22,1500 Hours,District 1 (Central),DES MOINES,POLK,US 69,E14TH ST AND WALKER ST,Collision with:  Non-motorist (see non-motorist section - NOT a unit),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,0,1,1,Eastbound (EB),POINT (-93.599514764665 41.597696170877)
20251466120,2501280,01/29/2025,01-January,4-Wednesday,03:16,0300 Hours,District 5 (Southeast),,WASHINGTON,IA-92,IA 92 E,Collision with fixed object:  Ditch,Outside trafficway,Non-collision (single vehicle),Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,1,2,Southbound (SB),POINT (-91.591295130287 41.290553271484)
20251466127,20250002373,01/29/2025,01-January,4-Wednesday,08:15,0800 Hours,District 1 (Central),DES MOINES,POLK,77,2501 PARK AVE 100 WEST OF SW 24TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Possible/Unknown,0,1,0,0,0,1,3000,2,4,Southbound (SB),POINT (-93.650867804993 41.555461077757)
20251466254,20250002442,01/29/2025,01-January,4-Wednesday,17:09,1700 Hours,District 1 (Central),DES MOINES,POLK,US 69,EAST RAILRD AVE AND US 69 S,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,4000,2,2,Eastbound (EB),POINT (-93.596947132546 41.579487852798)
20251467054,25000307,01/29/2025,01-January,4-Wednesday,08:21,0800 Hours,District 1 (Central),AMES,STORY,US 30,US 30 W,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Dawn,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Possible/Unknown,0,2,0,0,2,0,36000,6,7,Westbound (WB),POINT (-93.594615409699 42.006131596266)
20251466282,25000946,01/29/2025,01-January,4-Wednesday,18:26,1800 Hours,District 6 (East Central),,BUCHANAN,77,OTTERVILLE BLVD AND ISSAC AVE MEASURING 6862 FEET EAST FROM OTTERVILLE BLVD,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Southbound (SB),POINT (-91.914126670783 42.497529631511)
20251466273,25PD-0173,01/29/2025,01-January,4-Wednesday,12:00,1200 Hours,District 1 (Central),HUMBOLDT,HUMBOLDT,77,5TH ST NORTH,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,3,Northbound (NB),POINT (-94.214839225026 42.727875273375)
20251466298,25-1449,01/29/2025,01-January,4-Wednesday,18:29,1800 Hours,District 3 (Northwest),,DICKINSON,US 71,US 71 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3500,1,1,Northbound (NB),POINT (-95.128400055886 43.401082640533)
20251466171,VPD25-000277,01/29/2025,01-January,4-Wednesday,17:56,1700 Hours,District 6 (East Central),VINTON,BENTON,US 218,US 218 N,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Northbound (NB),POINT (-92.038212033567 42.174799867868)
20251466998,25007935,01/29/2025,01-January,4-Wednesday,20:25,2000 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,77,UNIVERSITY AVE/MAIN STREET,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Unpaved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Westbound (WB),POINT (-92.446895406764 42.51315500783)
20251466242,25-0036,01/29/2025,01-January,4-Wednesday,12:50,1200 Hours,District 1 (Central),POLK CITY,POLK,77,NW BRDWAY ST,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Northbound (NB),POINT (-93.732667787504 41.786919761756)
20251466196,25-725,01/29/2025,01-January,4-Wednesday,15:55,1500 Hours,District 1 (Central),,POLK,77,HOFFMAN LANE AND NW 6TH DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,2,Northbound (NB),POINT (-93.627046990856 41.640414579659)
20251466228,25SC02582,01/29/2025,01-January,4-Wednesday,17:15,1700 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,IA-812,700 BLOCK GORDON DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,"Traffic backup, regular congestion",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1600,2,2,Southbound (SB),POINT (-96.40151733472 42.489701331334)
20251466174,20250002420,01/29/2025,01-January,4-Wednesday,14:17,1400 Hours,District 1 (Central),DES MOINES,POLK,US 6,8TH ST AND US 6 E,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,3000,2,2,Southbound (SB),POINT (-93.627331627444 41.627667868086)
20251466224,25SC02559,01/29/2025,01-January,4-Wednesday,13:27,1300 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,28TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,Southbound (SB),POINT (-96.385472198444 42.519261447101)
20251466131,2025002406,01/29/2025,01-January,4-Wednesday,07:45,0700 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,MORNINGSIDE AVE AND SOUTH WALKER ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,6501,2,3,Southbound (SB),POINT (-96.331183412563 42.463837382688)
20251466806,25000888,01/29/2025,01-January,4-Wednesday,12:28,1200 Hours,District 5 (Southeast),CENTERVILLE,APPANOOSE,IA-2,IA 2 E,Collision with fixed object:  Utility pole/light support,On Roadway,Other (explain in narrative),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,17000,2,2,Southbound (SB),POINT (-92.874242954449 40.732533154328)
20251466987,2025002392,01/29/2025,01-January,4-Wednesday,05:40,0500 Hours,District 1 (Central),RALSTON,GREENE,US 30,US 30 E NEAR 210TH,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - unknown roadway lighting,,,,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,1,1,Southbound (SB),POINT (-94.621443209444 42.047041181131)
20251466170,250274,01/29/2025,01-January,4-Wednesday,15:30,1500 Hours,District 2 (Northeast),HAMPTON,FRANKLIN,IA-3,IA 3 E,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,Southbound (SB),POINT (-93.215995657672 42.741769463382)
20251466162,25-000164,01/29/2025,01-January,4-Wednesday,12:52,1200 Hours,District 1 (Central),ALTOONA,POLK,77,8TH ST SW & 31ST AVE SW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,Southbound (SB),POINT (-93.499833982612 41.644073565221)
20251466301,25000698,01/29/2025,01-January,4-Wednesday,06:03,0600 Hours,District 5 (Southeast),COLUMBUS JUNCTION,LOUISA,77,COUNTY RD G 36 AND 2ND ST,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,None apparent,Dawn,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,5000,1,1,Northbound (NB),POINT (-91.361649679002 41.284045592422)
20251466393,25000313,01/29/2025,01-January,4-Wednesday,17:15,1700 Hours,District 1 (Central),AMES,STORY,77,24TH ST AND US 69 N,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dusk,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2100,2,3,Westbound (WB),POINT (-93.620420260939 42.045768042779)
20251466223,25SC02546,01/29/2025,01-January,4-Wednesday,11:41,1100 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,IA-12,IA 12 S,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,12500,2,3,Eastbound (EB),POINT (-96.397897849964 42.488692263097)
20251466474,,01/29/2025,01-January,4-Wednesday,19:00,1900 Hours,District 4 (Southwest),URBANDALE,POLK,77,142ND ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Unknown,None Indicated,,Dark - roadway lighted,Dry,Clear,,Intersection:  Roundabout,Paved,,Property Damage Only,0,0,0,0,0,0,4509,2,2,Northbound (NB),POINT (-93.808876062798 41.6291548353)
20251466195,20250002465,01/29/2025,01-January,4-Wednesday,20:34,2000 Hours,District 1 (Central),DES MOINES,POLK,77,"GUTHRIE AVE MEASURING 113 FEET SOUTH FROM RAMP I 235 W TO GUTHRIE AVE, E",Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Lost Control,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Southbound (SB),POINT (-93.578057949843 41.614955828265)
20251466179,20250002461,01/29/2025,01-January,4-Wednesday,19:33,1900 Hours,District 1 (Central),DES MOINES,WARREN,IA-5,IA 5 S AND RAMP US 69 S TO IA 5 S,Collision with:  Vehicle in traffic,On Roadway,Unknown,Unknown,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,,Possible/Unknown,0,2,0,0,1,1,3000,2,2,Eastbound (EB),POINT (-93.57207879116 41.505961324435)
20251466781,202501249,01/29/2025,01-January,4-Wednesday,14:01,1400 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,CENTER POINT RD NE/42ND ST NE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,2,Northbound (NB),POINT (-91.665381925342 42.021347885271)
20251466791,25-001034,01/29/2025,01-January,4-Wednesday,16:04,1600 Hours,District 2 (Northeast),CHARLES CITY,FLOYD,US 18,US 18 E,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Swerving/Evasive Action,None Indicated,None apparent,Daylight,Dry,Clear,Other (explain in narrative),Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,2,Southbound (SB),POINT (-92.672592373405 43.047269295423)
20251466175,20250002429,01/29/2025,01-January,4-Wednesday,15:14,1500 Hours,District 1 (Central),DES MOINES,POLK,I-235,I 235 W,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,3,3,Westbound (WB),POINT (-93.698914022793 41.592937497062)
20251466464,MC2500317,01/29/2025,01-January,4-Wednesday,16:23,1600 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,1ST ST NW,Collision with:  Vehicle in traffic,On Roadway,Rear to rear,Improper Backing,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Property Damage Only,0,0,0,0,0,0,3300,2,2,Southbound (SB),POINT (-93.217437431245 43.152762654415)
20251466258,25-000406,01/29/2025,01-January,4-Wednesday,16:07,1600 Hours,District 1 (Central),ANKENY,POLK,77,1200 NW 18TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Daylight,Dry,Clear,"Traffic backup, prior crash",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,3000,2,2,Southbound (SB),POINT (-93.615388469148 41.746373935462)
20251466227,25SC02578,01/29/2025,01-January,4-Wednesday,16:54,1600 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,GRANDVIEW BLVD,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Traveling wrong way or on wrong side of road,None Indicated,None apparent,Dusk,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,1800,2,2,Northbound (NB),POINT (-96.408032757086 42.509065268893)
20251466307,2025-2220,01/29/2025,01-January,4-Wednesday,22:16,2200 Hours,District 6 (East Central),BETTENDORF,SCOTT,I-74,I 74 E MEASURING 79 FEET SOUTH FROM I 74 E,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,Disabled vehicle,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,3,3,Southbound (SB),POINT (-90.517824893867 41.540503153623)
20251466173,20250002417,01/29/2025,01-January,4-Wednesday,13:58,1300 Hours,District 1 (Central),DES MOINES,POLK,77,EAST WALNUT ST AND US 69 N,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-93.594505208872 41.591831445515)
20251466520,2025-2222,01/29/2025,01-January,4-Wednesday,23:14,2300 Hours,District 6 (East Central),BETTENDORF,SCOTT,77,DEVILS GLEN RD AND TANGLEFOOT LANE,Collision with fixed object:  Curb/island/raised median,On Roadway,Non-collision (single vehicle),Ran Traffic Signal,Refused,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,Southbound (SB),POINT (-90.483524066826 41.560705892792)
20251466119,25-00444,01/29/2025,01-January,4-Wednesday,07:46,0700 Hours,District 1 (Central),WEST DES MOINES,DALLAS,77,ASHWORTH RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dawn,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,3,Southbound (SB),POINT (-93.818411196245 41.581916751869)
20251466463,MC2500116,01/29/2025,01-January,4-Wednesday,16:09,1600 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,19TH ST SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,15000,2,3,Southbound (SB),POINT (-93.207361667405 43.13376309312)
20251466591,25001815,01/29/2025,01-January,4-Wednesday,13:55,1300 Hours,District 6 (East Central),MAQUOKETA,JACKSON,77,SOUTH MAIN ST AND EAST SUMMIT ST AND WEST SUMMIT ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Northbound (NB),POINT (-90.665473630696 42.061900084022)
20251466178,20250002451,01/29/2025,01-January,4-Wednesday,18:03,1800 Hours,District 1 (Central),DES MOINES,POLK,I-235,RAMP I 235 W TO US 6 E MEASURING 927 FEET NORTH FROM US 6 E,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway lighted,Dry,Clear,None apparent,Interchange-related:  Off-ramp,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Westbound (WB),POINT (-93.576017666526 41.629809947268)
20251466215,25-001442,01/29/2025,01-January,4-Wednesday,00:49,0000 Hours,District 5 (Southeast),,HENRY,US 218,US 218 S,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,359000,1,1,Eastbound (EB),POINT (-91.545405699213 41.040247124141)
20251466321,25-000107,01/29/2025,01-January,4-Wednesday,21:44,2100 Hours,District 1 (Central),,STORY,I-35,I 35 S,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Lost Control,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,12000,2,2,Eastbound (EB),POINT (-93.571302762637 42.009474355797)
20251466842,2025002479,01/29/2025,01-January,4-Wednesday,16:01,1600 Hours,District 6 (East Central),,DELAWARE,77,"JEFFERSON RD MEASURING 100 FEET NORTH FROM RAMP JEFFERSON RD, N TO N TO STATE OF IOWA, US 20 W",Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Ran Stop Sign,Refused,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Minor Injury,0,1,0,1,0,0,21500,2,5,Northbound (NB),POINT (-91.444688568546 42.472658474534)
