Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014783942,2014-2164,02/04/2014,02-February,3-Tuesday,21:16,2100 Hours,District 6 (East Central),BETTENDORF,SCOTT,,53RD AVE & 18TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,6000,2,2,,POINT (-90.499035698955 41.575130367252)
2014789040,2014008026,02/04/2014,02-February,3-Tuesday,07:53,0700 Hours,District 1 (Central),ALTOONA,POLK,US 65,US 65 & NE BROADWAY AVE & 8TH ST SW,Collision with fixed object:  Bridge overhead structure,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Dawn,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,,POINT (-93.510305436211 41.644135642552)
2014783334,14-004648,02/04/2014,02-February,3-Tuesday,21:04,2100 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-80,I-80,Collision with fixed object:  Traffic sign support,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1520,1,1,,POINT (-95.837354057877 41.229258734297)
2014784043,2014008009,02/04/2014,02-February,3-Tuesday,06:50,0600 Hours,District 1 (Central),,POLK,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,27000,3,3,,POINT (-93.61202783421 41.649502697346)
2014783507,W14-011662,02/04/2014,02-February,3-Tuesday,14:40,1400 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,COURTLAND ST & VINTON ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,0,1,5500,2,4,,POINT (-92.32083271626 42.497374496845)
2014783787,14-000883,02/04/2014,02-February,3-Tuesday,07:59,0700 Hours,District 4 (Southwest),ATLANTIC,CASS,,10TH ST & MAPLE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Snow,Snow,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,9700,3,4,,POINT (-95.008924017815 41.400938822882)
2014785056,20140003167,02/04/2014,02-February,3-Tuesday,16:34,1600 Hours,District 1 (Central),DES MOINES,POLK,,E ARMY POST RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Crossed centerline (undivided),Drug/Alcohol (Statutory),,Dusk,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Major Injury,0,2,1,1,0,0,10500,3,4,,POINT (-93.535286375287 41.5255493579)
2014787349,14-2881,02/04/2014,02-February,3-Tuesday,13:14,1300 Hours,District 1 (Central),NEWTON,JASPER,,IOWA SPEEDWAY DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Snow,Snow,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-93.014445758727 41.698184679611)
2014783712,2014-02239,02/04/2014,02-February,3-Tuesday,07:06,0700 Hours,District 5 (Southeast),,WARREN,IA 5,IA 5/IOWA 5,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Crossed centerline (undivided),None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,2,2,,POINT (-93.422913045978 41.469667039405)
2014784379,14-764,02/04/2014,02-February,3-Tuesday,06:00,0600 Hours,District 1 (Central),GRIMES,POLK,IA 141,IA 141/IOWA 141,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dark - roadway not lighted,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,9000,1,2,,POINT (-93.774892333821 41.67848673248)
2014784255,022-2014,02/04/2014,02-February,3-Tuesday,16:30,1600 Hours,District 4 (Southwest),,HARRISON,IA 127,IA 127/IOWA 127 & Co Rd L20/LOESS HILLS TRL,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1700,1,1,,POINT (-95.947183514451 41.698269567864)
2014783537,TC06-14,02/04/2014,02-February,3-Tuesday,15:00,1500 Hours,District 4 (Southwest),MISSOURI VALLEY,HARRISON,US 30,US 30/W ERIE ST,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,4,,POINT (-95.902713437763 41.556343985969)
2014785152,2014008216,02/04/2014,02-February,3-Tuesday,17:00,1700 Hours,District 6 (East Central),,CEDAR,I-80,I-80 & Co Rd Y14/TAYLOR AVE,Collision with fixed object:  Bridge overhead structure,Median,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dusk,Slush,Snow,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Possible/Unknown,0,1,0,0,1,0,11000,1,1,,POINT (-90.996799345915 41.633466820905)
2014808089,2014008185,02/04/2014,02-February,3-Tuesday,15:31,1500 Hours,District 2 (Northeast),ALEXANDER,FRANKLIN,,VILLA AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Reaching for object(s)/fallen object(s),None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,2,0,2,0,0,10000,2,2,,POINT (-93.494611329231 42.803844031667)
2014793904,GP14000011,02/04/2014,02-February,3-Tuesday,17:45,1700 Hours,District 2 (Northeast),GOLDFIELD,WRIGHT,,WRIGHT ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,,Dusk,Snow,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3250,2,1,,POINT (-93.922526735559 42.734367299271)
2014784273,C14000387,02/04/2014,02-February,3-Tuesday,14:50,1400 Hours,District 6 (East Central),CORALVILLE,JOHNSON,,12TH AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  From driveway,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,3,,POINT (-91.581158203955 41.675294735485)
2014783995,891400765,02/04/2014,02-February,3-Tuesday,23:50,2300 Hours,District 5 (Southeast),,VAN BUREN,,Co Rd J40/RTE J40,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,Under Influence of Alcohol/Drugs/Medications,,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,1500,1,1,,POINT (-91.80708918687 40.69816880031)
2014784070,2014008101,02/04/2014,02-February,3-Tuesday,12:00,1200 Hours,District 1 (Central),,POLK,I-35,I-35,Collision with fixed object:  Concrete traffic barrier (median or right side),Median,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-93.674346689902 41.651072499228)
2014784621,2014008212,02/04/2014,02-February,3-Tuesday,16:40,1600 Hours,District 6 (East Central),CORALVILLE,JOHNSON,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Driving too fast for conditions,None Indicated,,Daylight,Slush,Snow,"Surface condition (e.g., wet, icy)",Interchange-related:  On-ramp merge area,Paved,,Minor Injury,0,2,0,2,0,0,11200,2,3,,POINT (-91.560397759414 41.685592537567)
2014783309,20140003153,02/04/2014,02-February,3-Tuesday,14:10,1400 Hours,District 1 (Central),DES MOINES,POLK,,SENECA AVE & 30TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,Alcohol (Statutory),,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1900,2,2,,POINT (-93.658788216807 41.631572149038)
2014784361,14-000764,02/04/2014,02-February,3-Tuesday,18:19,1800 Hours,District 3 (Northwest),ONAWA,MONONA,,5TH ST,Collision with:  Parked motor vehicle,Outside trafficway,Rear-end (front to rear),Ran off road - right,None Indicated,,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3924,2,1,,POINT (-96.090329805514 42.02640139438)
2014783533,14-165,02/04/2014,02-February,3-Tuesday,11:55,1100 Hours,District 3 (Northwest),SPIRIT LAKE,DICKINSON,US 71,US 71 & 23RD ST & ENTERPRISE AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  No improper action,None Indicated,,Daylight,Dry,Cloudy,Traffic control obscured,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,2,,POINT (-95.126423848342 43.418362241638)
2014784068,2014008034,02/04/2014,02-February,3-Tuesday,08:00,0800 Hours,District 4 (Southwest),,POTTAWATTAMIE,I-80,I-80,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,,Daylight,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Other non-intersection (explain in narrative),Paved,,Possible/Unknown,0,1,0,0,1,0,4000,1,1,,POINT (-95.335963041872 41.497544706343)
2014783508,W14-011665,02/04/2014,02-February,3-Tuesday,14:44,1400 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,WILLISTON AVE & VERMONT ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Snow,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,4,,POINT (-92.352479312106 42.483922823216)
2014783058,14-0616,02/04/2014,02-February,3-Tuesday,13:30,1300 Hours,District 1 (Central),WEST DES MOINES,POLK,,36TH ST,Collision with fixed object:  Utility pole/light support,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Slush,Snow,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,,POINT (-93.754413271293 41.597612732808)
2014783289,14-000532,02/04/2014,02-February,3-Tuesday,15:15,1500 Hours,District 1 (Central),ANKENY,POLK,,NE 36TH ST,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, opposite direction",Crossed centerline (undivided),None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,,POINT (-93.597373958115 41.760853186938)
2014782951,14-03925,02/04/2014,02-February,3-Tuesday,13:32,1300 Hours,District 5 (Southeast),BURLINGTON,DES MOINES,US 61,US 61 & WEST AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,6000,2,2,,POINT (-91.141634016804 40.800413628696)
2014783219,2014-0425,02/04/2014,02-February,3-Tuesday,14:55,1400 Hours,District 4 (Southwest),WAUKEE,DALLAS,,UNIVERSITY AVE & FLORENCE DR,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driving too fast for conditions,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,23000,3,5,,POINT (-93.86341582546 41.600394589266)
2014783330,14-004600,02/04/2014,02-February,3-Tuesday,13:15,1300 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,US 6,US 6/W BROADWAY,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,,POINT (-95.876496982907 41.26190750826)
2014784492,14-000145,02/04/2014,02-February,3-Tuesday,16:55,1600 Hours,District 1 (Central),JOHNSTON,POLK,,PIONEER PKWY & GREENDALE RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,,Dusk,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,6500,2,2,,POINT (-93.699864510544 41.661998724472)
2014783294,14-000510,02/04/2014,02-February,3-Tuesday,07:32,0700 Hours,District 1 (Central),ANKENY,POLK,I-35,I-35,Collision with fixed object:  Guardrail - face,Median,Non-collision (single vehicle),Lost Control,None Indicated,,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Intersection with ramp,Paved,,Property Damage Only,0,0,0,0,0,0,9000,1,1,,POINT (-93.571164823473 41.755834466507)
2014784066,2014008015,02/04/2014,02-February,3-Tuesday,06:45,0600 Hours,District 5 (Southeast),,WARREN,I-35,I-35,Collision with fixed object:  Guardrail - face,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,5000,2,2,,POINT (-93.787018556083 41.20026226671)
2014784067,2014008028,02/04/2014,02-February,3-Tuesday,06:30,0600 Hours,District 4 (Southwest),,CASS,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Ran off road - right,None Indicated,,Dark - roadway not lighted,Snow,Snow,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Minor Injury,0,3,0,2,1,0,21000,3,5,,POINT (-94.952619993737 41.497201208792)
2014784886,,02/04/2014,02-February,3-Tuesday,15:10,1500 Hours,District 2 (Northeast),GREENE,BUTLER,,E ROWLEY ST & S 4TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,3,,POINT (-92.797819490333 42.896633047896)
2014785639,2014-7844,02/04/2014,02-February,3-Tuesday,20:33,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,,IA 461/WELCOME WAY & W 37TH ST & MAIN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Lost Control,None Indicated,,Dark - roadway lighted,Snow,"Blowing sand, soil, dirt","Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,4,,POINT (-90.574882896623 41.558527223219)
2014783932,14-0084,02/04/2014,02-February,3-Tuesday,09:00,0900 Hours,District 1 (Central),WINDSOR HEIGHTS,POLK,I-235,I-235 & IA 28/63RD ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Snow,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,8000,2,2,,POINT (-93.703529990548 41.59262111318)
2014784025,2014008230,02/04/2014,02-February,3-Tuesday,17:45,1700 Hours,District 1 (Central),,STORY,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Crossed centerline (undivided),None Indicated,,Dark - roadway not lighted,Ice/frost,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-93.571279743555 41.869041776723)
2014784622,2014008261,02/04/2014,02-February,3-Tuesday,20:25,2000 Hours,District 1 (Central),,POWESHIEK,I-80,I-80,Collision with fixed object:  Guardrail - face,Median,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Dark - roadway not lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,1,1,,POINT (-92.358873379825 41.695613631059)
2014783273,14002397,02/04/2014,02-February,3-Tuesday,17:02,1700 Hours,District 6 (East Central),MARION,LINN,IA 100,IA 100/COLLINS RD SE & S 22ND ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,,Dusk,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,11500,2,2,,POINT (-91.588857496248 42.015145731955)
2014783139,14-034,02/04/2014,02-February,3-Tuesday,07:47,0700 Hours,District 1 (Central),FORT DODGE,WEBSTER,,7TH AVE N & N 9TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,3,0,0,3,0,4500,3,7,,POINT (-94.187915322516 42.512232226821)
2014784308,14-003217,02/04/2014,02-February,3-Tuesday,17:58,1700 Hours,District 5 (Southeast),FORT MADISON,LEE,US 61,US 61/US 61 NE RAMP/US 61 NW RAMP & Co Rd X32/303 AVE,Collision with:  Other non-fixed object (explain in narrative),On Roadway,"Sideswipe, opposite direction",Ran Stop Sign,None Indicated,,Dark - roadway lighted,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  Intersection with ramp,Paved,,Property Damage Only,0,0,0,0,0,0,6501,2,4,,POINT (-91.327278045718 40.671818275728)
2014784529,14-2126,02/04/2014,02-February,3-Tuesday,09:35,0900 Hours,District 6 (East Central),BETTENDORF,SCOTT,,FAIRLANE DR & PARKLANE CIR,Collision with fixed object:  Tree,Outside trafficway,Non-collision (single vehicle),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,,Daylight,Snow,Cloudy,None apparent,Non-intersection:  Driveway access (within),Paved,,Minor Injury,0,1,0,1,0,0,3000,1,1,,POINT (-90.515892618702 41.539623786721)
